mode,cyc,Q,xnor_Y,xnor_B,and4_4D,inv10_A,and4_A,and4_B,or3_A,or3_B,o21a,a21o,and3_11,nor2_Y,and4_X
Ik02_n2_g7,119,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ik02_n2_g7,120,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",14,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",15,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",17,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",18,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",19,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",20,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",22,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",23,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",24,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",25,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",26,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",27,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",28,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",29,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",30,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",31,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",32,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",33,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",34,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",35,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Ik03_n3_g9,4",36,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",37,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",38,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",39,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",40,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",41,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",42,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",43,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",44,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ik03_n3_g9,4",45,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",46,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",47,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik03_n3_g9,4",48,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Ik03_n3_g9,4",49,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",50,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",51,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",52,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",53,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",54,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",55,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",56,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",57,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",58,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",59,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",60,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",61,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",62,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",63,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",64,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",65,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",66,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",67,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",68,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",69,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",70,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",71,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",72,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",73,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",74,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",75,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",76,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",77,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",78,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",79,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",80,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",81,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",82,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",83,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",84,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",85,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",86,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",87,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",88,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",89,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",90,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",91,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",92,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",93,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",94,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",95,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",96,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",97,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",98,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",99,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",100,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",101,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",102,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",103,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",104,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",105,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",106,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",107,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",108,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",109,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",110,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",111,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",112,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",113,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",114,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",115,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",116,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",117,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",118,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",119,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik03_n3_g9,4",120,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Ik04_n4_g5,11,6",2,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",3,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",4,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",5,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",6,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"Ik04_n4_g5,11,6",7,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",8,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",9,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",10,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",11,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",12,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",13,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",14,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",15,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",16,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Ik04_n4_g5,11,6",17,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Ik04_n4_g5,11,6",18,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",19,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",20,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",21,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",22,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"Ik04_n4_g5,11,6",23,0,0,1,0,1,1,0,1,0,0,1,0,0,0
"Ik04_n4_g5,11,6",24,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",25,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",26,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",27,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",28,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",29,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",30,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",31,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",32,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",33,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",34,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",35,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",36,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",37,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",38,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",39,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",40,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",41,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",42,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",43,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",44,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",45,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",46,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",47,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",48,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",49,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",50,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",51,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",52,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",53,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",54,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",55,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",56,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",57,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",58,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",59,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",60,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",61,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",62,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",63,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",64,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",65,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",66,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",67,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",68,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",69,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",70,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",71,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",72,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",73,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",74,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",75,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",76,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",77,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",78,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",79,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",80,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",81,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",82,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",83,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",84,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",85,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",86,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",87,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",88,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",89,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",90,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",91,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",92,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",93,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",94,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",95,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",96,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",97,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",98,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",99,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",100,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",101,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",102,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",103,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",104,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",105,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",106,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",107,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",108,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",109,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",110,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",111,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",112,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",113,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",114,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",115,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",116,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",117,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",118,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",119,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik04_n4_g5,11,6",120,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"Ik05_n5_g5,1,11,3",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",7,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",9,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",10,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",14,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",15,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",16,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",17,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",18,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",19,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",20,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",22,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",23,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",24,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",25,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",26,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",27,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",28,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",29,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",30,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",31,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",32,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",33,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",34,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",35,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",36,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",37,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",38,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",39,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",40,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",41,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",42,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",43,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",44,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",45,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",46,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",47,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",48,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",49,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",50,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",51,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",52,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",53,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",54,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",55,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",56,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",57,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",58,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",59,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ik05_n5_g5,1,11,3",60,0,0,1,0,0,0,0,0,0,0,0,0,0,0
