mode,cyc,xnor_B,xnor_Y,Q,and4_X
"I4eq_d01_@2,3,4,5",18,1,0,0,0
"I4eq_d01_@2,3,4,5",19,1,0,0,0
"I4eq_d01_@2,3,4,5",20,1,0,0,0
"I4eq_d01_@2,3,4,5",21,1,0,0,0
"I4eq_d01_@2,3,4,5",22,1,0,0,0
"I4eq_d01_@2,3,4,5",23,1,0,0,0
"I4eq_d01_@2,3,4,5",24,1,0,0,0
"I4eq_d01_@2,3,4,5",25,1,0,0,0
"I4eq_d01_@2,3,4,5",26,1,0,0,0
"I4eq_d01_@2,3,4,5",27,1,0,0,0
"I4eq_d01_@2,3,4,5",28,1,0,0,0
"I4eq_d01_@2,3,4,5",29,1,0,0,0
"I4eq_d01_@2,3,4,5",30,1,0,0,0
"I4eq_d01_@2,3,4,5",31,1,0,0,0
"I4eq_d01_@2,3,4,5",32,1,0,0,0
"I4eq_d01_@2,3,4,5",33,1,0,0,0
"I4eq_d01_@2,3,4,5",34,1,0,0,0
"I4eq_d01_@2,3,4,5",35,1,0,0,0
"I4eq_d01_@2,3,4,5",36,1,0,0,0
"I4eq_d01_@2,3,4,5",37,1,0,0,0
"I4eq_d01_@2,3,4,5",38,1,0,0,0
"I4eq_d01_@2,3,4,5",39,1,0,0,0
"I4eq_d01_@2,3,4,5",40,1,0,0,0
"I4eq_d01_@2,3,4,5",41,1,0,0,0
"I4eq_d01_@2,3,4,5",42,1,0,0,0
"I4eq_d01_@2,3,4,5",43,1,0,0,0
"I4eq_d01_@2,3,4,5",44,1,0,0,0
"I4eq_d01_@2,3,4,5",45,1,0,0,0
"I4eq_d01_@2,3,4,5",46,1,0,0,0
"I4eq_d01_@2,3,4,5",47,1,0,0,0
"I4eq_d01_@2,3,4,5",48,1,0,0,0
"I4eq_d01_@2,3,4,5",49,1,0,0,0
"I4eq_d01_@2,3,4,5",50,1,0,0,0
"I4eq_d01_@2,3,4,5",51,1,0,0,0
"I4eq_d01_@2,3,4,5",52,1,0,0,0
"I4eq_d01_@2,3,4,5",53,1,0,0,0
"I4eq_d01_@2,3,4,5",54,1,0,0,0
"I4eq_d01_@2,3,4,5",55,1,0,0,0
"I4eq_d01_@2,3,4,5",56,1,0,0,0
"I4eq_d01_@2,3,4,5",57,1,0,0,0
"I4eq_d01_@2,3,4,5",58,1,0,0,0
"I4eq_d01_@2,3,4,5",59,1,0,0,0
"I4eq_d01_@2,3,4,5",60,1,0,0,0
"I4eq_d01_@2,3,4,5",61,1,0,0,0
"I4eq_d01_@2,3,4,5",62,1,0,0,0
"I4eq_d01_@2,3,4,5",63,1,0,0,0
"I4eq_d01_@2,3,4,5",64,1,0,0,0
"I4eq_d01_@2,3,4,5",65,1,0,0,0
"I4eq_d01_@2,3,4,5",66,1,0,0,0
"I4eq_d01_@2,3,4,5",67,1,0,0,0
"I4eq_d01_@2,3,4,5",68,1,0,0,0
"I4eq_d01_@2,3,4,5",69,1,0,0,0
"I4eq_d01_@2,3,4,5",70,1,0,0,0
"I4eq_d01_@2,3,4,5",71,1,0,0,0
"I4eq_d01_@2,3,4,5",72,1,0,0,0
"I4eq_d01_@2,3,4,5",73,1,0,0,0
"I4eq_d01_@2,3,4,5",74,1,0,0,0
"I4eq_d01_@2,3,4,5",75,1,0,0,0
"I4eq_d01_@2,3,4,5",76,1,0,0,0
"I4eq_d01_@2,3,4,5",77,1,0,0,0
"I4eq_d01_@2,3,4,5",78,1,0,0,0
"I4eq_d01_@2,3,4,5",79,1,0,0,0
"I4eq_d01_@2,3,4,5",80,1,0,0,0
"I4eq_d01_@2,3,4,5",81,1,0,0,0
"I4eq_d01_@2,3,4,5",82,1,0,0,0
"I4eq_d01_@2,3,4,5",83,1,0,0,0
"I4eq_d01_@2,3,4,5",84,1,0,0,0
"I4eq_d01_@2,3,4,5",85,1,0,0,0
"I4eq_d01_@2,3,4,5",86,1,0,0,0
"I4eq_d01_@2,3,4,5",87,1,0,0,0
"I4eq_d01_@2,3,4,5",88,1,0,0,0
"I4eq_d01_@2,3,4,5",89,1,0,0,0
"I4eq_d01_@2,3,4,5",90,1,0,0,0
"I4eq_d01_@2,3,4,5",91,1,0,0,0
"I4eq_d01_@2,3,4,5",92,1,0,0,0
"I4eq_d01_@2,3,4,5",93,1,0,0,0
"I4eq_d01_@2,3,4,5",94,1,0,0,0
"I4eq_d01_@2,3,4,5",95,1,0,0,0
"I4eq_d01_@2,3,4,5",96,1,0,0,0
"I4eq_d01_@2,3,4,5",97,1,0,0,0
"I4eq_d01_@2,3,4,5",98,1,0,0,0
"I4eq_d01_@2,3,4,5",99,1,0,0,0
"I4eq_d01_@2,3,4,5",100,1,0,0,0
"I4eq_d01_@2,3,4,5",101,1,0,0,0
"I4eq_d01_@2,3,4,5",102,1,0,0,0
"I4eq_d01_@2,3,4,5",103,1,0,0,0
"I4eq_d01_@2,3,4,5",104,1,0,0,0
"I4eq_d01_@2,3,4,5",105,1,0,0,0
"I4eq_d01_@2,3,4,5",106,1,0,0,0
"I4eq_d01_@2,3,4,5",107,1,0,0,0
"I4eq_d01_@2,3,4,5",108,1,0,0,0
"I4eq_d01_@2,3,4,5",109,1,0,0,0
"I4eq_d01_@2,3,4,5",110,1,0,0,0
"I4eq_d01_@2,3,4,5",111,1,0,0,0
"I4eq_d01_@2,3,4,5",112,1,0,0,0
"I4eq_d01_@2,3,4,5",113,1,0,0,0
"I4eq_d01_@2,3,4,5",114,1,0,0,0
"I4eq_d01_@2,3,4,5",115,1,0,0,0
"I4eq_d01_@2,3,4,5",116,1,0,0,0
"I4eq_d01_@2,3,4,5",117,1,0,0,0
"I4eq_d01_@2,3,4,5",118,1,0,0,0
"I4eq_d01_@2,3,4,5",119,1,0,0,0
"I4eq_d01_@2,3,4,5",120,1,0,0,0
"I4eq_d02_@2,4,6,8",0,1,0,0,0
"I4eq_d02_@2,4,6,8",1,1,0,0,0
"I4eq_d02_@2,4,6,8",2,1,0,0,0
"I4eq_d02_@2,4,6,8",3,1,0,0,0
"I4eq_d02_@2,4,6,8",4,1,0,0,0
"I4eq_d02_@2,4,6,8",5,1,0,0,0
"I4eq_d02_@2,4,6,8",6,1,0,0,0
"I4eq_d02_@2,4,6,8",7,1,0,0,0
"I4eq_d02_@2,4,6,8",8,1,0,0,0
"I4eq_d02_@2,4,6,8",9,1,0,0,0
"I4eq_d02_@2,4,6,8",10,1,0,0,0
"I4eq_d02_@2,4,6,8",11,1,0,0,0
"I4eq_d02_@2,4,6,8",12,1,0,0,0
"I4eq_d02_@2,4,6,8",13,1,0,0,0
"I4eq_d02_@2,4,6,8",14,1,0,0,0
"I4eq_d02_@2,4,6,8",15,1,0,0,0
"I4eq_d02_@2,4,6,8",16,1,0,0,0
"I4eq_d02_@2,4,6,8",17,1,0,0,0
"I4eq_d02_@2,4,6,8",18,1,0,0,0
"I4eq_d02_@2,4,6,8",19,1,0,0,0
"I4eq_d02_@2,4,6,8",20,1,0,0,0
"I4eq_d02_@2,4,6,8",21,1,0,0,0
"I4eq_d02_@2,4,6,8",22,1,0,0,0
"I4eq_d02_@2,4,6,8",23,1,0,0,0
"I4eq_d02_@2,4,6,8",24,1,0,0,0
"I4eq_d02_@2,4,6,8",25,1,0,0,0
"I4eq_d02_@2,4,6,8",26,1,0,0,0
"I4eq_d02_@2,4,6,8",27,1,0,0,0
"I4eq_d02_@2,4,6,8",28,1,0,0,0
"I4eq_d02_@2,4,6,8",29,1,0,0,0
"I4eq_d02_@2,4,6,8",30,1,0,0,0
"I4eq_d02_@2,4,6,8",31,1,0,0,0
"I4eq_d02_@2,4,6,8",32,1,0,0,0
"I4eq_d02_@2,4,6,8",33,1,0,0,0
"I4eq_d02_@2,4,6,8",34,1,0,0,0
"I4eq_d02_@2,4,6,8",35,1,0,0,0
"I4eq_d02_@2,4,6,8",36,1,0,0,0
"I4eq_d02_@2,4,6,8",37,1,0,0,0
"I4eq_d02_@2,4,6,8",38,1,0,0,0
"I4eq_d02_@2,4,6,8",39,1,0,0,0
"I4eq_d02_@2,4,6,8",40,1,0,0,0
"I4eq_d02_@2,4,6,8",41,1,0,0,0
"I4eq_d02_@2,4,6,8",42,1,0,0,0
"I4eq_d02_@2,4,6,8",43,1,0,0,0
"I4eq_d02_@2,4,6,8",44,1,0,0,0
"I4eq_d02_@2,4,6,8",45,1,0,0,0
"I4eq_d02_@2,4,6,8",46,1,0,0,0
"I4eq_d02_@2,4,6,8",47,1,0,0,0
"I4eq_d02_@2,4,6,8",48,1,0,0,0
"I4eq_d02_@2,4,6,8",49,1,0,0,0
"I4eq_d02_@2,4,6,8",50,1,0,0,0
"I4eq_d02_@2,4,6,8",51,1,0,0,0
"I4eq_d02_@2,4,6,8",52,1,0,0,0
"I4eq_d02_@2,4,6,8",53,1,0,0,0
"I4eq_d02_@2,4,6,8",54,1,0,0,0
"I4eq_d02_@2,4,6,8",55,1,0,0,0
"I4eq_d02_@2,4,6,8",56,1,0,0,0
"I4eq_d02_@2,4,6,8",57,1,0,0,0
"I4eq_d02_@2,4,6,8",58,1,0,0,0
"I4eq_d02_@2,4,6,8",59,1,0,0,0
"I4eq_d02_@2,4,6,8",60,1,0,0,0
"I4eq_d02_@2,4,6,8",61,1,0,0,0
"I4eq_d02_@2,4,6,8",62,1,0,0,0
"I4eq_d02_@2,4,6,8",63,1,0,0,0
"I4eq_d02_@2,4,6,8",64,1,0,0,0
"I4eq_d02_@2,4,6,8",65,1,0,0,0
"I4eq_d02_@2,4,6,8",66,1,0,0,0
"I4eq_d02_@2,4,6,8",67,1,0,0,0
"I4eq_d02_@2,4,6,8",68,1,0,0,0
"I4eq_d02_@2,4,6,8",69,1,0,0,0
"I4eq_d02_@2,4,6,8",70,1,0,0,0
"I4eq_d02_@2,4,6,8",71,1,0,0,0
"I4eq_d02_@2,4,6,8",72,1,0,0,0
"I4eq_d02_@2,4,6,8",73,1,0,0,0
"I4eq_d02_@2,4,6,8",74,1,0,0,0
"I4eq_d02_@2,4,6,8",75,1,0,0,0
"I4eq_d02_@2,4,6,8",76,1,0,0,0
"I4eq_d02_@2,4,6,8",77,1,0,0,0
"I4eq_d02_@2,4,6,8",78,1,0,0,0
"I4eq_d02_@2,4,6,8",79,1,0,0,0
"I4eq_d02_@2,4,6,8",80,1,0,0,0
"I4eq_d02_@2,4,6,8",81,1,0,0,0
"I4eq_d02_@2,4,6,8",82,1,0,0,0
"I4eq_d02_@2,4,6,8",83,1,0,0,0
"I4eq_d02_@2,4,6,8",84,1,0,0,0
"I4eq_d02_@2,4,6,8",85,1,0,0,0
"I4eq_d02_@2,4,6,8",86,1,0,0,0
"I4eq_d02_@2,4,6,8",87,1,0,0,0
"I4eq_d02_@2,4,6,8",88,1,0,0,0
"I4eq_d02_@2,4,6,8",89,1,0,0,0
"I4eq_d02_@2,4,6,8",90,1,0,0,0
"I4eq_d02_@2,4,6,8",91,1,0,0,0
"I4eq_d02_@2,4,6,8",92,1,0,0,0
"I4eq_d02_@2,4,6,8",93,1,0,0,0
"I4eq_d02_@2,4,6,8",94,1,0,0,0
"I4eq_d02_@2,4,6,8",95,1,0,0,0
"I4eq_d02_@2,4,6,8",96,1,0,0,0
"I4eq_d02_@2,4,6,8",97,1,0,0,0
"I4eq_d02_@2,4,6,8",98,1,0,0,0
"I4eq_d02_@2,4,6,8",99,1,0,0,0
"I4eq_d02_@2,4,6,8",100,1,0,0,0
"I4eq_d02_@2,4,6,8",101,1,0,0,0
"I4eq_d02_@2,4,6,8",102,1,0,0,0
"I4eq_d02_@2,4,6,8",103,1,0,0,0
"I4eq_d02_@2,4,6,8",104,1,0,0,0
"I4eq_d02_@2,4,6,8",105,1,0,0,0
"I4eq_d02_@2,4,6,8",106,1,0,0,0
"I4eq_d02_@2,4,6,8",107,1,0,0,0
"I4eq_d02_@2,4,6,8",108,1,0,0,0
"I4eq_d02_@2,4,6,8",109,1,0,0,0
"I4eq_d02_@2,4,6,8",110,1,0,0,0
"I4eq_d02_@2,4,6,8",111,1,0,0,0
"I4eq_d02_@2,4,6,8",112,1,0,0,0
"I4eq_d02_@2,4,6,8",113,1,0,0,0
"I4eq_d02_@2,4,6,8",114,1,0,0,0
"I4eq_d02_@2,4,6,8",115,1,0,0,0
"I4eq_d02_@2,4,6,8",116,1,0,0,0
"I4eq_d02_@2,4,6,8",117,1,0,0,0
"I4eq_d02_@2,4,6,8",118,1,0,0,0
"I4eq_d02_@2,4,6,8",119,1,0,0,0
"I4eq_d02_@2,4,6,8",120,1,0,0,0
"I4eq_d03_@2,5,8,11",0,1,0,0,0
"I4eq_d03_@2,5,8,11",1,1,0,0,0
"I4eq_d03_@2,5,8,11",2,1,0,0,0
"I4eq_d03_@2,5,8,11",3,1,0,0,0
"I4eq_d03_@2,5,8,11",4,1,0,0,0
"I4eq_d03_@2,5,8,11",5,1,0,0,0
"I4eq_d03_@2,5,8,11",6,1,0,0,0
"I4eq_d03_@2,5,8,11",7,1,0,0,0
"I4eq_d03_@2,5,8,11",8,1,0,0,0
"I4eq_d03_@2,5,8,11",9,1,0,0,0
"I4eq_d03_@2,5,8,11",10,1,0,0,0
"I4eq_d03_@2,5,8,11",11,1,0,0,0
"I4eq_d03_@2,5,8,11",12,1,0,0,0
"I4eq_d03_@2,5,8,11",13,1,0,0,0
"I4eq_d03_@2,5,8,11",14,1,0,0,0
"I4eq_d03_@2,5,8,11",15,1,0,0,0
"I4eq_d03_@2,5,8,11",16,1,0,0,0
"I4eq_d03_@2,5,8,11",17,1,0,0,0
"I4eq_d03_@2,5,8,11",18,1,0,0,0
"I4eq_d03_@2,5,8,11",19,1,0,0,0
"I4eq_d03_@2,5,8,11",20,1,0,0,0
"I4eq_d03_@2,5,8,11",21,1,0,0,0
"I4eq_d03_@2,5,8,11",22,1,0,0,0
"I4eq_d03_@2,5,8,11",23,1,0,0,0
"I4eq_d03_@2,5,8,11",24,1,0,0,0
"I4eq_d03_@2,5,8,11",25,1,0,0,0
"I4eq_d03_@2,5,8,11",26,1,0,0,0
"I4eq_d03_@2,5,8,11",27,1,0,0,0
"I4eq_d03_@2,5,8,11",28,1,0,0,0
"I4eq_d03_@2,5,8,11",29,1,0,0,0
"I4eq_d03_@2,5,8,11",30,1,0,0,0
"I4eq_d03_@2,5,8,11",31,1,0,0,0
"I4eq_d03_@2,5,8,11",32,1,0,0,0
"I4eq_d03_@2,5,8,11",33,1,0,0,0
"I4eq_d03_@2,5,8,11",34,1,0,0,0
"I4eq_d03_@2,5,8,11",35,1,0,0,0
"I4eq_d03_@2,5,8,11",36,1,0,0,0
"I4eq_d03_@2,5,8,11",37,1,0,0,0
"I4eq_d03_@2,5,8,11",38,1,0,0,0
"I4eq_d03_@2,5,8,11",39,1,0,0,0
"I4eq_d03_@2,5,8,11",40,1,0,0,0
"I4eq_d03_@2,5,8,11",41,1,0,0,0
"I4eq_d03_@2,5,8,11",42,1,0,0,0
"I4eq_d03_@2,5,8,11",43,1,0,0,0
"I4eq_d03_@2,5,8,11",44,1,0,0,0
"I4eq_d03_@2,5,8,11",45,1,0,0,0
"I4eq_d03_@2,5,8,11",46,1,0,0,0
"I4eq_d03_@2,5,8,11",47,1,0,0,0
"I4eq_d03_@2,5,8,11",48,1,0,0,0
"I4eq_d03_@2,5,8,11",49,1,0,0,0
"I4eq_d03_@2,5,8,11",50,1,0,0,0
"I4eq_d03_@2,5,8,11",51,1,0,0,0
"I4eq_d03_@2,5,8,11",52,1,0,0,0
"I4eq_d03_@2,5,8,11",53,1,0,0,0
"I4eq_d03_@2,5,8,11",54,1,0,0,0
"I4eq_d03_@2,5,8,11",55,1,0,0,0
"I4eq_d03_@2,5,8,11",56,1,0,0,0
"I4eq_d03_@2,5,8,11",57,1,0,0,0
"I4eq_d03_@2,5,8,11",58,1,0,0,0
"I4eq_d03_@2,5,8,11",59,1,0,0,0
"I4eq_d03_@2,5,8,11",60,1,0,0,0
"I4eq_d03_@2,5,8,11",61,1,0,0,0
"I4eq_d03_@2,5,8,11",62,1,0,0,0
"I4eq_d03_@2,5,8,11",63,1,0,0,0
"I4eq_d03_@2,5,8,11",64,1,0,0,0
"I4eq_d03_@2,5,8,11",65,1,0,0,0
"I4eq_d03_@2,5,8,11",66,1,0,0,0
"I4eq_d03_@2,5,8,11",67,1,0,0,0
"I4eq_d03_@2,5,8,11",68,1,0,0,0
"I4eq_d03_@2,5,8,11",69,1,0,0,0
"I4eq_d03_@2,5,8,11",70,1,0,0,0
"I4eq_d03_@2,5,8,11",71,1,0,0,0
"I4eq_d03_@2,5,8,11",72,1,0,0,0
"I4eq_d03_@2,5,8,11",73,1,0,0,0
"I4eq_d03_@2,5,8,11",74,1,0,0,0
"I4eq_d03_@2,5,8,11",75,1,0,0,0
"I4eq_d03_@2,5,8,11",76,1,0,0,0
"I4eq_d03_@2,5,8,11",77,1,0,0,0
"I4eq_d03_@2,5,8,11",78,1,0,0,0
"I4eq_d03_@2,5,8,11",79,1,0,0,0
"I4eq_d03_@2,5,8,11",80,1,0,0,0
"I4eq_d03_@2,5,8,11",81,1,0,0,0
"I4eq_d03_@2,5,8,11",82,1,0,0,0
"I4eq_d03_@2,5,8,11",83,1,0,0,0
"I4eq_d03_@2,5,8,11",84,1,0,0,0
"I4eq_d03_@2,5,8,11",85,1,0,0,0
"I4eq_d03_@2,5,8,11",86,1,0,0,0
"I4eq_d03_@2,5,8,11",87,1,0,0,0
"I4eq_d03_@2,5,8,11",88,1,0,0,0
"I4eq_d03_@2,5,8,11",89,1,0,0,0
"I4eq_d03_@2,5,8,11",90,1,0,0,0
"I4eq_d03_@2,5,8,11",91,1,0,0,0
"I4eq_d03_@2,5,8,11",92,1,0,0,0
"I4eq_d03_@2,5,8,11",93,1,0,0,0
"I4eq_d03_@2,5,8,11",94,1,0,0,0
"I4eq_d03_@2,5,8,11",95,1,0,0,0
"I4eq_d03_@2,5,8,11",96,1,0,0,0
"I4eq_d03_@2,5,8,11",97,1,0,0,0
"I4eq_d03_@2,5,8,11",98,1,0,0,0
"I4eq_d03_@2,5,8,11",99,1,0,0,0
"I4eq_d03_@2,5,8,11",100,1,0,0,0
"I4eq_d03_@2,5,8,11",101,1,0,0,0
"I4eq_d03_@2,5,8,11",102,1,0,0,0
"I4eq_d03_@2,5,8,11",103,1,0,0,0
"I4eq_d03_@2,5,8,11",104,1,0,0,0
"I4eq_d03_@2,5,8,11",105,1,0,0,0
"I4eq_d03_@2,5,8,11",106,1,0,0,0
"I4eq_d03_@2,5,8,11",107,1,0,0,0
"I4eq_d03_@2,5,8,11",108,1,0,0,0
"I4eq_d03_@2,5,8,11",109,1,0,0,0
"I4eq_d03_@2,5,8,11",110,1,0,0,0
"I4eq_d03_@2,5,8,11",111,1,0,0,0
"I4eq_d03_@2,5,8,11",112,1,0,0,0
"I4eq_d03_@2,5,8,11",113,1,0,0,0
"I4eq_d03_@2,5,8,11",114,1,0,0,0
"I4eq_d03_@2,5,8,11",115,1,0,0,0
"I4eq_d03_@2,5,8,11",116,1,0,0,0
"I4eq_d03_@2,5,8,11",117,1,0,0,0
"I4eq_d03_@2,5,8,11",118,1,0,0,0
"I4eq_d03_@2,5,8,11",119,1,0,0,0
"I4eq_d03_@2,5,8,11",120,1,0,0,0
"I4eq_d04_@2,6,10,14",0,1,0,0,0
"I4eq_d04_@2,6,10,14",1,1,0,0,0
"I4eq_d04_@2,6,10,14",2,1,0,0,0
"I4eq_d04_@2,6,10,14",3,1,0,0,0
"I4eq_d04_@2,6,10,14",4,1,0,0,0
"I4eq_d04_@2,6,10,14",5,1,0,0,0
"I4eq_d04_@2,6,10,14",6,1,0,0,0
"I4eq_d04_@2,6,10,14",7,1,0,0,0
"I4eq_d04_@2,6,10,14",8,1,0,0,0
"I4eq_d04_@2,6,10,14",9,1,0,0,0
"I4eq_d04_@2,6,10,14",10,1,0,0,0
"I4eq_d04_@2,6,10,14",11,1,0,0,0
"I4eq_d04_@2,6,10,14",12,1,0,0,0
"I4eq_d04_@2,6,10,14",13,1,0,0,0
"I4eq_d04_@2,6,10,14",14,1,0,0,0
"I4eq_d04_@2,6,10,14",15,1,0,0,0
"I4eq_d04_@2,6,10,14",16,1,0,0,0
"I4eq_d04_@2,6,10,14",17,1,0,0,0
"I4eq_d04_@2,6,10,14",18,1,0,0,0
"I4eq_d04_@2,6,10,14",19,1,0,0,0
"I4eq_d04_@2,6,10,14",20,1,0,0,0
"I4eq_d04_@2,6,10,14",21,1,0,0,0
"I4eq_d04_@2,6,10,14",22,1,0,0,0
"I4eq_d04_@2,6,10,14",23,1,0,0,0
"I4eq_d04_@2,6,10,14",24,1,0,0,0
"I4eq_d04_@2,6,10,14",25,1,0,0,0
"I4eq_d04_@2,6,10,14",26,1,0,0,0
"I4eq_d04_@2,6,10,14",27,1,0,0,0
"I4eq_d04_@2,6,10,14",28,1,0,0,0
"I4eq_d04_@2,6,10,14",29,1,0,0,0
"I4eq_d04_@2,6,10,14",30,1,0,0,0
"I4eq_d04_@2,6,10,14",31,1,0,0,0
"I4eq_d04_@2,6,10,14",32,1,0,0,0
"I4eq_d04_@2,6,10,14",33,1,0,0,0
"I4eq_d04_@2,6,10,14",34,1,0,0,0
"I4eq_d04_@2,6,10,14",35,1,0,0,0
"I4eq_d04_@2,6,10,14",36,1,0,0,0
"I4eq_d04_@2,6,10,14",37,1,0,0,0
"I4eq_d04_@2,6,10,14",38,1,0,0,0
"I4eq_d04_@2,6,10,14",39,1,0,0,0
"I4eq_d04_@2,6,10,14",40,1,0,0,0
"I4eq_d04_@2,6,10,14",41,1,0,0,0
"I4eq_d04_@2,6,10,14",42,1,0,0,0
"I4eq_d04_@2,6,10,14",43,1,0,0,0
"I4eq_d04_@2,6,10,14",44,1,0,0,0
"I4eq_d04_@2,6,10,14",45,1,0,0,0
"I4eq_d04_@2,6,10,14",46,1,0,0,0
"I4eq_d04_@2,6,10,14",47,1,0,0,0
"I4eq_d04_@2,6,10,14",48,1,0,0,0
"I4eq_d04_@2,6,10,14",49,1,0,0,0
"I4eq_d04_@2,6,10,14",50,1,0,0,0
"I4eq_d04_@2,6,10,14",51,1,0,0,0
"I4eq_d04_@2,6,10,14",52,1,0,0,0
"I4eq_d04_@2,6,10,14",53,1,0,0,0
"I4eq_d04_@2,6,10,14",54,1,0,0,0
"I4eq_d04_@2,6,10,14",55,1,0,0,0
"I4eq_d04_@2,6,10,14",56,1,0,0,0
"I4eq_d04_@2,6,10,14",57,1,0,0,0
"I4eq_d04_@2,6,10,14",58,1,0,0,0
"I4eq_d04_@2,6,10,14",59,1,0,0,0
"I4eq_d04_@2,6,10,14",60,1,0,0,0
"I4eq_d04_@2,6,10,14",61,1,0,0,0
"I4eq_d04_@2,6,10,14",62,1,0,0,0
"I4eq_d04_@2,6,10,14",63,1,0,0,0
"I4eq_d04_@2,6,10,14",64,1,0,0,0
"I4eq_d04_@2,6,10,14",65,1,0,0,0
"I4eq_d04_@2,6,10,14",66,1,0,0,0
"I4eq_d04_@2,6,10,14",67,1,0,0,0
"I4eq_d04_@2,6,10,14",68,1,0,0,0
"I4eq_d04_@2,6,10,14",69,1,0,0,0
"I4eq_d04_@2,6,10,14",70,1,0,0,0
"I4eq_d04_@2,6,10,14",71,1,0,0,0
"I4eq_d04_@2,6,10,14",72,1,0,0,0
"I4eq_d04_@2,6,10,14",73,1,0,0,0
"I4eq_d04_@2,6,10,14",74,1,0,0,0
"I4eq_d04_@2,6,10,14",75,1,0,0,0
"I4eq_d04_@2,6,10,14",76,1,0,0,0
"I4eq_d04_@2,6,10,14",77,1,0,0,0
