mode,cyc,inv7_A,A3,B1,a32o_X,Q,and4_X
"I2_d01_@30,31",27,1,0,1,0,0,0
"I2_d01_@30,31",28,1,0,1,0,0,0
"I2_d01_@30,31",29,1,0,1,0,0,0
"I2_d01_@30,31",30,1,0,1,0,0,0
"I2_d01_@30,31",31,1,1,0,1,0,0
"I2_d01_@30,31",32,1,0,1,1,1,0
"I2_d01_@30,31",33,1,0,1,1,1,0
"I2_d01_@30,31",34,1,0,1,1,1,0
"I2_d01_@30,31",35,1,0,1,1,1,0
"I2_d01_@30,31",36,1,0,1,1,1,0
"I2_d01_@30,31",37,1,0,1,1,1,0
"I2_d01_@30,31",38,1,0,1,1,1,0
"I2_d01_@30,31",39,1,0,1,1,1,0
"I2_d01_@30,31",40,1,0,1,1,1,0
"I2_d01_@30,31",41,1,0,1,1,1,0
"I2_d01_@30,31",42,1,0,1,1,1,0
"I2_d01_@30,31",43,1,0,1,1,1,0
"I2_d01_@30,31",44,1,0,1,1,1,0
"I2_d01_@30,31",45,1,0,1,1,1,0
"I2_d01_@30,31",46,1,0,1,1,1,0
"I2_d01_@30,31",47,1,0,1,1,1,0
"I2_d01_@30,31",48,1,0,1,1,1,0
"I2_d01_@30,31",49,1,0,1,1,1,0
"I2_d01_@30,31",50,1,0,1,1,1,0
"I2_d01_@30,31",51,1,0,1,1,1,0
"I2_d01_@30,31",52,1,0,1,1,1,0
"I2_d01_@30,31",53,1,0,1,1,1,0
"I2_d01_@30,31",54,1,0,1,1,1,0
"I2_d01_@30,31",55,1,0,1,1,1,0
"I2_d01_@30,31",56,1,0,1,1,1,0
"I2_d01_@30,31",57,1,0,1,1,1,0
"I2_d01_@30,31",58,1,0,1,1,1,0
"I2_d01_@30,31",59,1,0,1,1,1,0
"I2_d01_@30,31",60,1,0,1,1,1,0
"I2_d01_@30,31",61,1,0,1,1,1,0
"I2_d01_@30,31",62,1,0,1,1,1,0
"I2_d01_@30,31",63,1,0,1,1,1,0
"I2_d01_@30,31",64,1,0,1,1,1,0
"I2_d01_@30,31",65,1,0,1,1,1,0
"I2_d01_@30,31",66,1,0,1,1,1,0
"I2_d01_@30,31",67,1,0,1,1,1,0
"I2_d01_@30,31",68,1,0,1,1,1,0
"I2_d01_@30,31",69,1,0,1,1,1,0
"I2_d01_@30,31",70,1,0,1,1,1,0
"I2_d01_@30,31",71,1,0,1,1,1,0
"I2_d01_@30,31",72,1,0,1,1,1,0
"I2_d01_@30,31",73,1,0,1,1,1,0
"I2_d01_@30,31",74,1,0,1,1,1,0
"I2_d01_@30,31",75,1,0,1,1,1,0
"I2_d01_@30,31",76,1,0,1,1,1,0
"I2_d01_@30,31",77,1,0,1,1,1,0
"I2_d01_@30,31",78,1,0,1,1,1,0
"I2_d01_@30,31",79,1,0,1,1,1,0
"I2_d01_@30,31",80,1,0,1,1,1,0
"I2_d01_@30,31",81,1,0,1,1,1,0
"I2_d01_@30,31",82,1,0,1,1,1,0
"I2_d01_@30,31",83,1,0,1,1,1,0
"I2_d01_@30,31",84,1,0,1,1,1,0
"I2_d01_@30,31",85,1,0,1,1,1,0
"I2_d01_@30,31",86,1,0,1,1,1,0
"I2_d01_@30,31",87,1,0,1,1,1,0
"I2_d01_@30,31",88,1,0,1,1,1,0
"I2_d01_@30,31",89,1,0,1,1,1,0
"I2_d01_@30,31",90,1,0,1,1,1,0
"I2_d01_@30,31",91,1,0,1,1,1,0
"I2_d01_@30,31",92,1,0,1,1,1,0
"I2_d01_@30,31",93,1,0,1,1,1,0
"I2_d01_@30,31",94,1,0,1,1,1,0
"I2_d01_@30,31",95,1,0,1,1,1,0
"I2_d01_@30,31",96,1,0,1,1,1,0
"I2_d01_@30,31",97,1,0,1,1,1,0
"I2_d01_@30,31",98,1,0,1,1,1,0
"I2_d01_@30,31",99,1,0,1,1,1,0
"I2_d01_@30,31",100,1,0,1,1,1,0
"I2_d01_@30,31",101,1,0,1,1,1,0
"I2_d01_@30,31",102,1,0,1,1,1,0
"I2_d01_@30,31",103,1,0,1,1,1,0
"I2_d01_@30,31",104,1,0,1,1,1,0
"I2_d01_@30,31",105,1,0,1,1,1,0
"I2_d01_@30,31",106,1,0,1,1,1,0
"I2_d01_@30,31",107,1,0,1,1,1,0
"I2_d01_@30,31",108,1,0,1,1,1,0
"I2_d01_@30,31",109,1,0,1,1,1,0
"I2_d01_@30,31",110,1,0,1,1,1,0
"I2_d01_@30,31",111,1,0,1,1,1,0
"I2_d01_@30,31",112,1,0,1,1,1,0
"I2_d01_@30,31",113,1,0,1,1,1,0
"I2_d01_@30,31",114,1,0,1,1,1,0
"I2_d01_@30,31",115,1,0,1,1,1,0
"I2_d01_@30,31",116,1,0,1,1,1,0
"I2_d01_@30,31",117,1,0,1,1,1,0
"I2_d01_@30,31",118,1,0,1,1,1,0
"I2_d01_@30,31",119,1,0,1,1,1,0
"I2_d01_@30,31",120,1,0,1,1,1,0
"I2_d02_@30,32",0,1,0,1,0,0,0
"I2_d02_@30,32",1,1,0,1,0,0,0
"I2_d02_@30,32",2,1,0,1,0,0,0
"I2_d02_@30,32",3,1,0,1,0,0,0
"I2_d02_@30,32",4,1,0,1,0,0,0
"I2_d02_@30,32",5,1,0,1,0,0,0
"I2_d02_@30,32",6,1,0,1,0,0,0
"I2_d02_@30,32",7,1,0,1,0,0,0
"I2_d02_@30,32",8,1,0,1,0,0,0
"I2_d02_@30,32",9,1,0,1,0,0,0
"I2_d02_@30,32",10,1,0,1,0,0,0
"I2_d02_@30,32",11,1,0,1,0,0,0
"I2_d02_@30,32",12,1,0,1,0,0,0
"I2_d02_@30,32",13,1,0,1,0,0,0
"I2_d02_@30,32",14,1,0,1,0,0,0
"I2_d02_@30,32",15,1,0,1,0,0,0
"I2_d02_@30,32",16,1,0,1,0,0,0
"I2_d02_@30,32",17,1,0,1,0,0,0
"I2_d02_@30,32",18,1,0,1,0,0,0
"I2_d02_@30,32",19,1,0,1,0,0,0
"I2_d02_@30,32",20,1,0,1,0,0,0
"I2_d02_@30,32",21,1,0,1,0,0,0
"I2_d02_@30,32",22,1,0,1,0,0,0
"I2_d02_@30,32",23,1,0,1,0,0,0
"I2_d02_@30,32",24,1,0,1,0,0,0
"I2_d02_@30,32",25,1,0,1,0,0,0
"I2_d02_@30,32",26,1,0,1,0,0,0
"I2_d02_@30,32",27,1,0,1,0,0,0
"I2_d02_@30,32",28,1,0,1,0,0,0
"I2_d02_@30,32",29,1,0,1,0,0,0
"I2_d02_@30,32",30,1,0,1,0,0,0
"I2_d02_@30,32",31,1,1,1,0,0,0
"I2_d02_@30,32",32,1,1,0,1,0,0
"I2_d02_@30,32",33,1,0,1,1,1,0
"I2_d02_@30,32",34,1,0,1,1,1,0
"I2_d02_@30,32",35,1,0,1,1,1,0
"I2_d02_@30,32",36,1,0,1,1,1,0
"I2_d02_@30,32",37,1,0,1,1,1,0
"I2_d02_@30,32",38,1,0,1,1,1,0
"I2_d02_@30,32",39,1,0,1,1,1,0
"I2_d02_@30,32",40,1,0,1,1,1,0
"I2_d02_@30,32",41,1,0,1,1,1,0
"I2_d02_@30,32",42,1,0,1,1,1,0
"I2_d02_@30,32",43,1,0,1,1,1,0
"I2_d02_@30,32",44,1,0,1,1,1,0
"I2_d02_@30,32",45,1,0,1,1,1,0
"I2_d02_@30,32",46,1,0,1,1,1,0
"I2_d02_@30,32",47,1,0,1,1,1,0
"I2_d02_@30,32",48,1,0,1,1,1,0
"I2_d02_@30,32",49,1,0,1,1,1,0
"I2_d02_@30,32",50,1,0,1,1,1,0
"I2_d02_@30,32",51,1,0,1,1,1,0
"I2_d02_@30,32",52,1,0,1,1,1,0
"I2_d02_@30,32",53,1,0,1,1,1,0
"I2_d02_@30,32",54,1,0,1,1,1,0
"I2_d02_@30,32",55,1,0,1,1,1,0
"I2_d02_@30,32",56,1,0,1,1,1,0
"I2_d02_@30,32",57,1,0,1,1,1,0
"I2_d02_@30,32",58,1,0,1,1,1,0
"I2_d02_@30,32",59,1,0,1,1,1,0
"I2_d02_@30,32",60,1,0,1,1,1,0
"I2_d02_@30,32",61,1,0,1,1,1,0
"I2_d02_@30,32",62,1,0,1,1,1,0
"I2_d02_@30,32",63,1,0,1,1,1,0
"I2_d02_@30,32",64,1,0,1,1,1,0
"I2_d02_@30,32",65,1,0,1,1,1,0
"I2_d02_@30,32",66,1,0,1,1,1,0
"I2_d02_@30,32",67,1,0,1,1,1,0
"I2_d02_@30,32",68,1,0,1,1,1,0
"I2_d02_@30,32",69,1,0,1,1,1,0
"I2_d02_@30,32",70,1,0,1,1,1,0
"I2_d02_@30,32",71,1,0,1,1,1,0
"I2_d02_@30,32",72,1,0,1,1,1,0
"I2_d02_@30,32",73,1,0,1,1,1,0
"I2_d02_@30,32",74,1,0,1,1,1,0
"I2_d02_@30,32",75,1,0,1,1,1,0
"I2_d02_@30,32",76,1,0,1,1,1,0
"I2_d02_@30,32",77,1,0,1,1,1,0
"I2_d02_@30,32",78,1,0,1,1,1,0
"I2_d02_@30,32",79,1,0,1,1,1,0
"I2_d02_@30,32",80,1,0,1,1,1,0
"I2_d02_@30,32",81,1,0,1,1,1,0
"I2_d02_@30,32",82,1,0,1,1,1,0
"I2_d02_@30,32",83,1,0,1,1,1,0
"I2_d02_@30,32",84,1,0,1,1,1,0
"I2_d02_@30,32",85,1,0,1,1,1,0
"I2_d02_@30,32",86,1,0,1,1,1,0
"I2_d02_@30,32",87,1,0,1,1,1,0
"I2_d02_@30,32",88,1,0,1,1,1,0
"I2_d02_@30,32",89,1,0,1,1,1,0
"I2_d02_@30,32",90,1,0,1,1,1,0
"I2_d02_@30,32",91,1,0,1,1,1,0
"I2_d02_@30,32",92,1,0,1,1,1,0
"I2_d02_@30,32",93,1,0,1,1,1,0
"I2_d02_@30,32",94,1,0,1,1,1,0
"I2_d02_@30,32",95,1,0,1,1,1,0
"I2_d02_@30,32",96,1,0,1,1,1,0
"I2_d02_@30,32",97,1,0,1,1,1,0
"I2_d02_@30,32",98,1,0,1,1,1,0
"I2_d02_@30,32",99,1,0,1,1,1,0
"I2_d02_@30,32",100,1,0,1,1,1,0
"I2_d02_@30,32",101,1,0,1,1,1,0
"I2_d02_@30,32",102,1,0,1,1,1,0
"I2_d02_@30,32",103,1,0,1,1,1,0
"I2_d02_@30,32",104,1,0,1,1,1,0
"I2_d02_@30,32",105,1,0,1,1,1,0
"I2_d02_@30,32",106,1,0,1,1,1,0
"I2_d02_@30,32",107,1,0,1,1,1,0
"I2_d02_@30,32",108,1,0,1,1,1,0
"I2_d02_@30,32",109,1,0,1,1,1,0
"I2_d02_@30,32",110,1,0,1,1,1,0
"I2_d02_@30,32",111,1,0,1,1,1,0
"I2_d02_@30,32",112,1,0,1,1,1,0
"I2_d02_@30,32",113,1,0,1,1,1,0
"I2_d02_@30,32",114,1,0,1,1,1,0
"I2_d02_@30,32",115,1,0,1,1,1,0
"I2_d02_@30,32",116,1,0,1,1,1,0
"I2_d02_@30,32",117,1,0,1,1,1,0
"I2_d02_@30,32",118,1,0,1,1,1,0
"I2_d02_@30,32",119,1,0,1,1,1,0
"I2_d02_@30,32",120,1,0,1,1,1,0
"I2_d03_@30,33",0,1,0,1,0,0,0
"I2_d03_@30,33",1,1,0,1,0,0,0
"I2_d03_@30,33",2,1,0,1,0,0,0
"I2_d03_@30,33",3,1,0,1,0,0,0
"I2_d03_@30,33",4,1,0,1,0,0,0
"I2_d03_@30,33",5,1,0,1,0,0,0
"I2_d03_@30,33",6,1,0,1,0,0,0
"I2_d03_@30,33",7,1,0,1,0,0,0
"I2_d03_@30,33",8,1,0,1,0,0,0
"I2_d03_@30,33",9,1,0,1,0,0,0
"I2_d03_@30,33",10,1,0,1,0,0,0
"I2_d03_@30,33",11,1,0,1,0,0,0
"I2_d03_@30,33",12,1,0,1,0,0,0
"I2_d03_@30,33",13,1,0,1,0,0,0
"I2_d03_@30,33",14,1,0,1,0,0,0
"I2_d03_@30,33",15,1,0,1,0,0,0
"I2_d03_@30,33",16,1,0,1,0,0,0
"I2_d03_@30,33",17,1,0,1,0,0,0
"I2_d03_@30,33",18,1,0,1,0,0,0
"I2_d03_@30,33",19,1,0,1,0,0,0
"I2_d03_@30,33",20,1,0,1,0,0,0
"I2_d03_@30,33",21,1,0,1,0,0,0
"I2_d03_@30,33",22,1,0,1,0,0,0
"I2_d03_@30,33",23,1,0,1,0,0,0
"I2_d03_@30,33",24,1,0,1,0,0,0
"I2_d03_@30,33",25,1,0,1,0,0,0
"I2_d03_@30,33",26,1,0,1,0,0,0
"I2_d03_@30,33",27,1,0,1,0,0,0
"I2_d03_@30,33",28,1,0,1,0,0,0
"I2_d03_@30,33",29,1,0,1,0,0,0
"I2_d03_@30,33",30,1,0,1,0,0,0
"I2_d03_@30,33",31,1,1,1,0,0,0
"I2_d03_@30,33",32,1,1,1,0,0,0
"I2_d03_@30,33",33,1,1,0,1,0,0
"I2_d03_@30,33",34,1,0,1,1,1,0
"I2_d03_@30,33",35,1,0,1,1,1,0
"I2_d03_@30,33",36,1,0,1,1,1,0
"I2_d03_@30,33",37,1,0,1,1,1,0
"I2_d03_@30,33",38,1,0,1,1,1,0
"I2_d03_@30,33",39,1,0,1,1,1,0
"I2_d03_@30,33",40,1,0,1,1,1,0
"I2_d03_@30,33",41,1,0,1,1,1,0
"I2_d03_@30,33",42,1,0,1,1,1,0
"I2_d03_@30,33",43,1,0,1,1,1,0
"I2_d03_@30,33",44,1,0,1,1,1,0
"I2_d03_@30,33",45,1,0,1,1,1,0
"I2_d03_@30,33",46,1,0,1,1,1,0
"I2_d03_@30,33",47,1,0,1,1,1,0
"I2_d03_@30,33",48,1,0,1,1,1,0
"I2_d03_@30,33",49,1,0,1,1,1,0
"I2_d03_@30,33",50,1,0,1,1,1,0
"I2_d03_@30,33",51,1,0,1,1,1,0
"I2_d03_@30,33",52,1,0,1,1,1,0
"I2_d03_@30,33",53,1,0,1,1,1,0
"I2_d03_@30,33",54,1,0,1,1,1,0
"I2_d03_@30,33",55,1,0,1,1,1,0
"I2_d03_@30,33",56,1,0,1,1,1,0
"I2_d03_@30,33",57,1,0,1,1,1,0
"I2_d03_@30,33",58,1,0,1,1,1,0
"I2_d03_@30,33",59,1,0,1,1,1,0
"I2_d03_@30,33",60,1,0,1,1,1,0
"I2_d03_@30,33",61,1,0,1,1,1,0
"I2_d03_@30,33",62,1,0,1,1,1,0
"I2_d03_@30,33",63,1,0,1,1,1,0
"I2_d03_@30,33",64,1,0,1,1,1,0
"I2_d03_@30,33",65,1,0,1,1,1,0
"I2_d03_@30,33",66,1,0,1,1,1,0
"I2_d03_@30,33",67,1,0,1,1,1,0
"I2_d03_@30,33",68,1,0,1,1,1,0
"I2_d03_@30,33",69,1,0,1,1,1,0
"I2_d03_@30,33",70,1,0,1,1,1,0
"I2_d03_@30,33",71,1,0,1,1,1,0
"I2_d03_@30,33",72,1,0,1,1,1,0
"I2_d03_@30,33",73,1,0,1,1,1,0
"I2_d03_@30,33",74,1,0,1,1,1,0
"I2_d03_@30,33",75,1,0,1,1,1,0
"I2_d03_@30,33",76,1,0,1,1,1,0
"I2_d03_@30,33",77,1,0,1,1,1,0
"I2_d03_@30,33",78,1,0,1,1,1,0
"I2_d03_@30,33",79,1,0,1,1,1,0
"I2_d03_@30,33",80,1,0,1,1,1,0
"I2_d03_@30,33",81,1,0,1,1,1,0
"I2_d03_@30,33",82,1,0,1,1,1,0
"I2_d03_@30,33",83,1,0,1,1,1,0
"I2_d03_@30,33",84,1,0,1,1,1,0
"I2_d03_@30,33",85,1,0,1,1,1,0
"I2_d03_@30,33",86,1,0,1,1,1,0
"I2_d03_@30,33",87,1,0,1,1,1,0
"I2_d03_@30,33",88,1,0,1,1,1,0
"I2_d03_@30,33",89,1,0,1,1,1,0
"I2_d03_@30,33",90,1,0,1,1,1,0
"I2_d03_@30,33",91,1,0,1,1,1,0
"I2_d03_@30,33",92,1,0,1,1,1,0
"I2_d03_@30,33",93,1,0,1,1,1,0
"I2_d03_@30,33",94,1,0,1,1,1,0
"I2_d03_@30,33",95,1,0,1,1,1,0
"I2_d03_@30,33",96,1,0,1,1,1,0
"I2_d03_@30,33",97,1,0,1,1,1,0
"I2_d03_@30,33",98,1,0,1,1,1,0
"I2_d03_@30,33",99,1,0,1,1,1,0
"I2_d03_@30,33",100,1,0,1,1,1,0
"I2_d03_@30,33",101,1,0,1,1,1,0
"I2_d03_@30,33",102,1,0,1,1,1,0
"I2_d03_@30,33",103,1,0,1,1,1,0
"I2_d03_@30,33",104,1,0,1,1,1,0
"I2_d03_@30,33",105,1,0,1,1,1,0
"I2_d03_@30,33",106,1,0,1,1,1,0
"I2_d03_@30,33",107,1,0,1,1,1,0
"I2_d03_@30,33",108,1,0,1,1,1,0
"I2_d03_@30,33",109,1,0,1,1,1,0
"I2_d03_@30,33",110,1,0,1,1,1,0
"I2_d03_@30,33",111,1,0,1,1,1,0
"I2_d03_@30,33",112,1,0,1,1,1,0
"I2_d03_@30,33",113,1,0,1,1,1,0
"I2_d03_@30,33",114,1,0,1,1,1,0
"I2_d03_@30,33",115,1,0,1,1,1,0
"I2_d03_@30,33",116,1,0,1,1,1,0
"I2_d03_@30,33",117,1,0,1,1,1,0
"I2_d03_@30,33",118,1,0,1,1,1,0
"I2_d03_@30,33",119,1,0,1,1,1,0
"I2_d03_@30,33",120,1,0,1,1,1,0
"I2_d04_@30,34",0,1,0,1,0,0,0
"I2_d04_@30,34",1,1,0,1,0,0,0
"I2_d04_@30,34",2,1,0,1,0,0,0
"I2_d04_@30,34",3,1,0,1,0,0,0
"I2_d04_@30,34",4,1,0,1,0,0,0
"I2_d04_@30,34",5,1,0,1,0,0,0
"I2_d04_@30,34",6,1,0,1,0,0,0
"I2_d04_@30,34",7,1,0,1,0,0,0
"I2_d04_@30,34",8,1,0,1,0,0,0
"I2_d04_@30,34",9,1,0,1,0,0,0
"I2_d04_@30,34",10,1,0,1,0,0,0
"I2_d04_@30,34",11,1,0,1,0,0,0
"I2_d04_@30,34",12,1,0,1,0,0,0
"I2_d04_@30,34",13,1,0,1,0,0,0
"I2_d04_@30,34",14,1,0,1,0,0,0
"I2_d04_@30,34",15,1,0,1,0,0,0
"I2_d04_@30,34",16,1,0,1,0,0,0
"I2_d04_@30,34",17,1,0,1,0,0,0
"I2_d04_@30,34",18,1,0,1,0,0,0
"I2_d04_@30,34",19,1,0,1,0,0,0
"I2_d04_@30,34",20,1,0,1,0,0,0
"I2_d04_@30,34",21,1,0,1,0,0,0
"I2_d04_@30,34",22,1,0,1,0,0,0
"I2_d04_@30,34",23,1,0,1,0,0,0
"I2_d04_@30,34",24,1,0,1,0,0,0
"I2_d04_@30,34",25,1,0,1,0,0,0
"I2_d04_@30,34",26,1,0,1,0,0,0
"I2_d04_@30,34",27,1,0,1,0,0,0
"I2_d04_@30,34",28,1,0,1,0,0,0
"I2_d04_@30,34",29,1,0,1,0,0,0
"I2_d04_@30,34",30,1,0,1,0,0,0
"I2_d04_@30,34",31,1,1,1,0,0,0
"I2_d04_@30,34",32,1,1,1,0,0,0
"I2_d04_@30,34",33,1,1,1,0,0,0
"I2_d04_@30,34",34,1,1,0,1,0,0
"I2_d04_@30,34",35,1,0,1,1,1,0
"I2_d04_@30,34",36,1,0,1,1,1,0
"I2_d04_@30,34",37,1,0,1,1,1,0
"I2_d04_@30,34",38,1,0,1,1,1,0
"I2_d04_@30,34",39,1,0,1,1,1,0
"I2_d04_@30,34",40,1,0,1,1,1,0
"I2_d04_@30,34",41,1,0,1,1,1,0
"I2_d04_@30,34",42,1,0,1,1,1,0
"I2_d04_@30,34",43,1,0,1,1,1,0
"I2_d04_@30,34",44,1,0,1,1,1,0
"I2_d04_@30,34",45,1,0,1,1,1,0
"I2_d04_@30,34",46,1,0,1,1,1,0
"I2_d04_@30,34",47,1,0,1,1,1,0
"I2_d04_@30,34",48,1,0,1,1,1,0
"I2_d04_@30,34",49,1,0,1,1,1,0
"I2_d04_@30,34",50,1,0,1,1,1,0
"I2_d04_@30,34",51,1,0,1,1,1,0
"I2_d04_@30,34",52,1,0,1,1,1,0
"I2_d04_@30,34",53,1,0,1,1,1,0
"I2_d04_@30,34",54,1,0,1,1,1,0
"I2_d04_@30,34",55,1,0,1,1,1,0
"I2_d04_@30,34",56,1,0,1,1,1,0
"I2_d04_@30,34",57,1,0,1,1,1,0
"I2_d04_@30,34",58,1,0,1,1,1,0
"I2_d04_@30,34",59,1,0,1,1,1,0
"I2_d04_@30,34",60,1,0,1,1,1,0
"I2_d04_@30,34",61,1,0,1,1,1,0
"I2_d04_@30,34",62,1,0,1,1,1,0
"I2_d04_@30,34",63,1,0,1,1,1,0
"I2_d04_@30,34",64,1,0,1,1,1,0
"I2_d04_@30,34",65,1,0,1,1,1,0
"I2_d04_@30,34",66,1,0,1,1,1,0
"I2_d04_@30,34",67,1,0,1,1,1,0
"I2_d04_@30,34",68,1,0,1,1,1,0
"I2_d04_@30,34",69,1,0,1,1,1,0
"I2_d04_@30,34",70,1,0,1,1,1,0
"I2_d04_@30,34",71,1,0,1,1,1,0
"I2_d04_@30,34",72,1,0,1,1,1,0
"I2_d04_@30,34",73,1,0,1,1,1,0
"I2_d04_@30,34",74,1,0,1,1,1,0
"I2_d04_@30,34",75,1,0,1,1,1,0
"I2_d04_@30,34",76,1,0,1,1,1,0
"I2_d04_@30,34",77,1,0,1,1,1,0
"I2_d04_@30,34",78,1,0,1,1,1,0
"I2_d04_@30,34",79,1,0,1,1,1,0
"I2_d04_@30,34",80,1,0,1,1,1,0
"I2_d04_@30,34",81,1,0,1,1,1,0
"I2_d04_@30,34",82,1,0,1,1,1,0
"I2_d04_@30,34",83,1,0,1,1,1,0
"I2_d04_@30,34",84,1,0,1,1,1,0
"I2_d04_@30,34",85,1,0,1,1,1,0
"I2_d04_@30,34",86,1,0,1,1,1,0
"I2_d04_@30,34",87,1,0,1,1,1,0
"I2_d04_@30,34",88,1,0,1,1,1,0
"I2_d04_@30,34",89,1,0,1,1,1,0
"I2_d04_@30,34",90,1,0,1,1,1,0
"I2_d04_@30,34",91,1,0,1,1,1,0
"I2_d04_@30,34",92,1,0,1,1,1,0
