mode,cyc,inv7_A,A3,B1,a32o_X,Q,and4_X
"Ik04_n4_@1,6,17,23_g5,11,6",12,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",13,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",14,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",15,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",16,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",17,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",18,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",19,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",20,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",21,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",22,1,0,1,1,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",23,1,0,0,0,1,0
"Ik04_n4_@1,6,17,23_g5,11,6",24,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",25,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",26,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",27,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",28,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",29,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",30,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",31,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",32,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",33,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",34,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",35,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",36,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",37,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",38,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",39,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",40,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",41,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",42,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",43,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",44,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",45,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",46,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",47,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",48,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",49,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",50,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",51,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",52,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",53,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",54,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",55,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",56,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",57,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",58,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",59,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",60,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",61,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",62,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",63,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",64,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",65,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",66,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",67,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",68,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",69,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",70,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",71,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",72,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",73,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",74,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",75,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",76,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",77,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",78,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",79,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",80,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",81,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",82,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",83,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",84,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",85,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",86,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",87,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",88,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",89,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",90,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",91,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",92,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",93,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",94,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",95,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",96,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",97,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",98,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",99,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",100,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",101,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",102,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",103,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",104,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",105,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",106,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",107,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",108,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",109,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",110,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",111,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",112,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",113,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",114,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",115,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",116,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",117,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",118,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",119,1,0,1,0,0,0
"Ik04_n4_@1,6,17,23_g5,11,6",120,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",0,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",1,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",2,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",3,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",4,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",5,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",6,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",7,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",8,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",9,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",10,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",11,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",12,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",13,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",14,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",15,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",16,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",17,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",18,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",19,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",20,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",21,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",22,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",23,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",24,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",25,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",26,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",27,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",28,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",29,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",30,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",31,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",32,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",33,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",34,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",35,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",36,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",37,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",38,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",39,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",40,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",41,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",42,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",43,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",44,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",45,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",46,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",47,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",48,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",49,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",50,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",51,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",52,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",53,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",54,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",55,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",56,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",57,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",58,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",59,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",60,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",61,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",62,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",63,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",64,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",65,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",66,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",67,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",68,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",69,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",70,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",71,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",72,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",73,1,1,0,1,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",74,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",75,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",76,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",77,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",78,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",79,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",80,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",81,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",82,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",83,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",84,1,0,1,1,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",85,1,0,0,0,1,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",86,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",87,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",88,1,0,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",89,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",90,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",91,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",92,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",93,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",94,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",95,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",96,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",97,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",98,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",99,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",100,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",101,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",102,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",103,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",104,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",105,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",106,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",107,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",108,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",109,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",110,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",111,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",112,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",113,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",114,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",115,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",116,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",117,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",118,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",119,1,1,1,0,0,0
"Ik05_n5_@68,73,74,85,88_g5,1,11,3",120,1,1,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",0,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",1,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",2,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",3,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",4,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",5,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",6,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",7,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",8,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",9,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",10,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",11,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",12,1,1,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",13,1,1,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",14,1,1,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",15,1,1,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",16,1,1,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",17,1,1,0,1,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",18,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",19,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",20,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",21,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",22,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",23,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",24,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",25,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",26,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",27,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",28,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",29,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",30,1,0,0,0,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",31,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",32,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",33,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",34,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",35,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",36,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",37,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",38,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",39,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",40,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",41,1,0,1,0,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",42,1,1,0,1,0,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",43,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",44,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",45,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",46,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",47,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",48,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",49,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",50,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",51,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",52,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",53,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",54,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",55,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",56,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",57,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",58,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",59,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",60,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",61,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",62,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",63,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",64,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",65,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",66,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",67,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",68,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",69,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",70,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",71,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",72,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",73,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",74,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",75,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",76,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",77,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",78,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",79,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",80,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",81,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",82,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",83,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",84,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",85,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",86,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",87,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",88,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",89,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",90,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",91,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",92,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",93,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",94,1,0,1,1,1,0
"Ik06_n6_@11,17,22,30,41,42_g6,5,8,11,1",95,1,0,1,1,1,0
