mode,cyc,A_N,B,D,Q,and4_X
"I2_d02_@75,77",1,0,0,0,0,0
"I2_d02_@75,77",2,0,0,0,0,0
"I2_d02_@75,77",3,0,0,0,0,0
"I2_d02_@75,77",4,0,0,0,0,0
"I2_d02_@75,77",5,0,0,0,0,0
"I2_d02_@75,77",6,0,0,0,0,0
"I2_d02_@75,77",7,0,0,0,0,0
"I2_d02_@75,77",8,0,0,0,0,0
"I2_d02_@75,77",9,0,0,0,0,0
"I2_d02_@75,77",10,0,0,0,0,0
"I2_d02_@75,77",11,0,0,0,0,0
"I2_d02_@75,77",12,0,0,0,0,0
"I2_d02_@75,77",13,0,0,0,0,0
"I2_d02_@75,77",14,0,0,0,0,0
"I2_d02_@75,77",15,0,0,0,0,0
"I2_d02_@75,77",16,0,0,0,0,0
"I2_d02_@75,77",17,0,0,0,0,0
"I2_d02_@75,77",18,0,0,0,0,0
"I2_d02_@75,77",19,0,0,0,0,0
"I2_d02_@75,77",20,0,0,0,0,0
"I2_d02_@75,77",21,0,0,0,0,0
"I2_d02_@75,77",22,0,0,0,0,0
"I2_d02_@75,77",23,0,0,0,0,0
"I2_d02_@75,77",24,0,0,0,0,0
"I2_d02_@75,77",25,0,0,0,0,0
"I2_d02_@75,77",26,0,0,0,0,0
"I2_d02_@75,77",27,0,0,0,0,0
"I2_d02_@75,77",28,0,0,0,0,0
"I2_d02_@75,77",29,0,0,0,0,0
"I2_d02_@75,77",30,0,0,0,0,0
"I2_d02_@75,77",31,0,0,0,0,0
"I2_d02_@75,77",32,0,0,0,0,0
"I2_d02_@75,77",33,0,0,0,0,0
"I2_d02_@75,77",34,0,0,0,0,0
"I2_d02_@75,77",35,0,0,0,0,0
"I2_d02_@75,77",36,0,0,0,0,0
"I2_d02_@75,77",37,0,0,0,0,0
"I2_d02_@75,77",38,0,0,0,0,0
"I2_d02_@75,77",39,0,0,0,0,0
"I2_d02_@75,77",40,0,0,0,0,0
"I2_d02_@75,77",41,0,0,0,0,0
"I2_d02_@75,77",42,0,0,0,0,0
"I2_d02_@75,77",43,0,0,0,0,0
"I2_d02_@75,77",44,0,0,0,0,0
"I2_d02_@75,77",45,0,0,0,0,0
"I2_d02_@75,77",46,0,0,0,0,0
"I2_d02_@75,77",47,0,0,0,0,0
"I2_d02_@75,77",48,0,0,0,0,0
"I2_d02_@75,77",49,0,0,0,0,0
"I2_d02_@75,77",50,0,0,0,0,0
"I2_d02_@75,77",51,0,0,0,0,0
"I2_d02_@75,77",52,0,0,0,0,0
"I2_d02_@75,77",53,0,0,0,0,0
"I2_d02_@75,77",54,0,0,0,0,0
"I2_d02_@75,77",55,0,0,0,0,0
"I2_d02_@75,77",56,0,0,0,0,0
"I2_d02_@75,77",57,0,0,0,0,0
"I2_d02_@75,77",58,0,0,0,0,0
"I2_d02_@75,77",59,0,0,0,0,0
"I2_d02_@75,77",60,0,0,0,0,0
"I2_d02_@75,77",61,0,0,0,0,0
"I2_d02_@75,77",62,0,0,0,0,0
"I2_d02_@75,77",63,0,0,0,0,0
"I2_d02_@75,77",64,0,0,0,0,0
"I2_d02_@75,77",65,0,0,0,0,0
"I2_d02_@75,77",66,0,0,0,0,0
"I2_d02_@75,77",67,0,0,0,0,0
"I2_d02_@75,77",68,0,0,0,0,0
"I2_d02_@75,77",69,0,0,0,0,0
"I2_d02_@75,77",70,0,0,0,0,0
"I2_d02_@75,77",71,0,0,0,0,0
"I2_d02_@75,77",72,0,0,0,0,0
"I2_d02_@75,77",73,0,0,0,0,0
"I2_d02_@75,77",74,0,0,0,0,0
"I2_d02_@75,77",75,0,0,0,0,0
"I2_d02_@75,77",76,0,0,0,0,0
"I2_d02_@75,77",77,0,0,0,0,0
"I2_d02_@75,77",78,0,0,0,0,0
"I2_d02_@75,77",79,0,0,0,0,0
"I2_d02_@75,77",80,0,0,0,0,0
"I2_d02_@75,77",81,0,0,0,0,0
"I2_d02_@75,77",82,0,0,0,0,0
"I2_d02_@75,77",83,0,0,0,0,0
"I2_d02_@75,77",84,0,0,0,0,0
"I2_d02_@75,77",85,0,0,0,0,0
"I2_d02_@75,77",86,0,0,0,0,0
"I2_d02_@75,77",87,0,0,0,0,0
"I2_d02_@75,77",88,0,0,0,0,0
"I2_d02_@75,77",89,0,0,0,0,0
"I2_d02_@75,77",90,0,0,0,0,0
"I2_d02_@75,77",91,0,0,0,0,0
"I2_d02_@75,77",92,0,0,0,0,0
"I2_d02_@75,77",93,0,0,0,0,0
"I2_d02_@75,77",94,0,0,0,0,0
"I2_d02_@75,77",95,0,0,0,0,0
"I2_d02_@75,77",96,0,0,0,0,0
"I2_d02_@75,77",97,0,0,0,0,0
"I2_d02_@75,77",98,0,0,0,0,0
"I2_d02_@75,77",99,0,0,0,0,0
"I2_d02_@75,77",100,0,0,0,0,0
"I2_d02_@75,77",101,0,0,0,0,0
"I2_d02_@75,77",102,0,0,0,0,0
"I2_d02_@75,77",103,0,0,0,0,0
"I2_d02_@75,77",104,0,0,0,0,0
"I2_d02_@75,77",105,0,0,0,0,0
"I2_d02_@75,77",106,0,0,0,0,0
"I2_d02_@75,77",107,0,0,0,0,0
"I2_d02_@75,77",108,0,0,0,0,0
"I2_d02_@75,77",109,0,0,0,0,0
"I2_d02_@75,77",110,0,0,0,0,0
"I2_d02_@75,77",111,0,0,0,0,0
"I2_d02_@75,77",112,0,0,0,0,0
"I2_d02_@75,77",113,0,0,0,0,0
"I2_d02_@75,77",114,0,0,0,0,0
"I2_d02_@75,77",115,0,0,0,0,0
"I2_d02_@75,77",116,0,0,0,0,0
"I2_d02_@75,77",117,0,0,0,0,0
"I2_d02_@75,77",118,0,0,0,0,0
"I2_d02_@75,77",119,0,0,0,0,0
"I2_d02_@75,77",120,0,0,0,0,0
"I2_d03_@75,78",0,0,0,0,0,0
"I2_d03_@75,78",1,0,0,0,0,0
"I2_d03_@75,78",2,0,0,0,0,0
"I2_d03_@75,78",3,0,0,0,0,0
"I2_d03_@75,78",4,0,0,0,0,0
"I2_d03_@75,78",5,0,0,0,0,0
"I2_d03_@75,78",6,0,0,0,0,0
"I2_d03_@75,78",7,0,0,0,0,0
"I2_d03_@75,78",8,0,0,0,0,0
"I2_d03_@75,78",9,0,0,0,0,0
"I2_d03_@75,78",10,0,0,0,0,0
"I2_d03_@75,78",11,0,0,0,0,0
"I2_d03_@75,78",12,0,0,0,0,0
"I2_d03_@75,78",13,0,0,0,0,0
"I2_d03_@75,78",14,0,0,0,0,0
"I2_d03_@75,78",15,0,0,0,0,0
"I2_d03_@75,78",16,0,0,0,0,0
"I2_d03_@75,78",17,0,0,0,0,0
"I2_d03_@75,78",18,0,0,0,0,0
"I2_d03_@75,78",19,0,0,0,0,0
"I2_d03_@75,78",20,0,0,0,0,0
"I2_d03_@75,78",21,0,0,0,0,0
"I2_d03_@75,78",22,0,0,0,0,0
"I2_d03_@75,78",23,0,0,0,0,0
"I2_d03_@75,78",24,0,0,0,0,0
"I2_d03_@75,78",25,0,0,0,0,0
"I2_d03_@75,78",26,0,0,0,0,0
"I2_d03_@75,78",27,0,0,0,0,0
"I2_d03_@75,78",28,0,0,0,0,0
"I2_d03_@75,78",29,0,0,0,0,0
"I2_d03_@75,78",30,0,0,0,0,0
"I2_d03_@75,78",31,0,0,0,0,0
"I2_d03_@75,78",32,0,0,0,0,0
"I2_d03_@75,78",33,0,0,0,0,0
"I2_d03_@75,78",34,0,0,0,0,0
"I2_d03_@75,78",35,0,0,0,0,0
"I2_d03_@75,78",36,0,0,0,0,0
"I2_d03_@75,78",37,0,0,0,0,0
"I2_d03_@75,78",38,0,0,0,0,0
"I2_d03_@75,78",39,0,0,0,0,0
"I2_d03_@75,78",40,0,0,0,0,0
"I2_d03_@75,78",41,0,0,0,0,0
"I2_d03_@75,78",42,0,0,0,0,0
"I2_d03_@75,78",43,0,0,0,0,0
"I2_d03_@75,78",44,0,0,0,0,0
"I2_d03_@75,78",45,0,0,0,0,0
"I2_d03_@75,78",46,0,0,0,0,0
"I2_d03_@75,78",47,0,0,0,0,0
"I2_d03_@75,78",48,0,0,0,0,0
"I2_d03_@75,78",49,0,0,0,0,0
"I2_d03_@75,78",50,0,0,0,0,0
"I2_d03_@75,78",51,0,0,0,0,0
"I2_d03_@75,78",52,0,0,0,0,0
"I2_d03_@75,78",53,0,0,0,0,0
"I2_d03_@75,78",54,0,0,0,0,0
"I2_d03_@75,78",55,0,0,0,0,0
"I2_d03_@75,78",56,0,0,0,0,0
"I2_d03_@75,78",57,0,0,0,0,0
"I2_d03_@75,78",58,0,0,0,0,0
"I2_d03_@75,78",59,0,0,0,0,0
"I2_d03_@75,78",60,0,0,0,0,0
"I2_d03_@75,78",61,0,0,0,0,0
"I2_d03_@75,78",62,0,0,0,0,0
"I2_d03_@75,78",63,0,0,0,0,0
"I2_d03_@75,78",64,0,0,0,0,0
"I2_d03_@75,78",65,0,0,0,0,0
"I2_d03_@75,78",66,0,0,0,0,0
"I2_d03_@75,78",67,0,0,0,0,0
"I2_d03_@75,78",68,0,0,0,0,0
"I2_d03_@75,78",69,0,0,0,0,0
"I2_d03_@75,78",70,0,0,0,0,0
"I2_d03_@75,78",71,0,0,0,0,0
"I2_d03_@75,78",72,0,0,0,0,0
"I2_d03_@75,78",73,0,0,0,0,0
"I2_d03_@75,78",74,0,0,0,0,0
"I2_d03_@75,78",75,0,0,0,0,0
"I2_d03_@75,78",76,0,0,0,0,0
"I2_d03_@75,78",77,0,0,0,0,0
"I2_d03_@75,78",78,0,0,0,0,0
"I2_d03_@75,78",79,0,0,0,0,0
"I2_d03_@75,78",80,0,0,0,0,0
"I2_d03_@75,78",81,0,0,0,0,0
"I2_d03_@75,78",82,0,0,0,0,0
"I2_d03_@75,78",83,0,0,0,0,0
"I2_d03_@75,78",84,0,0,0,0,0
"I2_d03_@75,78",85,0,0,0,0,0
"I2_d03_@75,78",86,0,0,0,0,0
"I2_d03_@75,78",87,0,0,0,0,0
"I2_d03_@75,78",88,0,0,0,0,0
"I2_d03_@75,78",89,0,0,0,0,0
"I2_d03_@75,78",90,0,0,0,0,0
"I2_d03_@75,78",91,0,0,0,0,0
"I2_d03_@75,78",92,0,0,0,0,0
"I2_d03_@75,78",93,0,0,0,0,0
"I2_d03_@75,78",94,0,0,0,0,0
"I2_d03_@75,78",95,0,0,0,0,0
"I2_d03_@75,78",96,0,0,0,0,0
"I2_d03_@75,78",97,0,0,0,0,0
"I2_d03_@75,78",98,0,0,0,0,0
"I2_d03_@75,78",99,0,0,0,0,0
"I2_d03_@75,78",100,0,0,0,0,0
"I2_d03_@75,78",101,0,0,0,0,0
"I2_d03_@75,78",102,0,0,0,0,0
"I2_d03_@75,78",103,0,0,0,0,0
"I2_d03_@75,78",104,0,0,0,0,0
"I2_d03_@75,78",105,0,0,0,0,0
"I2_d03_@75,78",106,0,0,0,0,0
"I2_d03_@75,78",107,0,0,0,0,0
"I2_d03_@75,78",108,0,0,0,0,0
"I2_d03_@75,78",109,0,0,0,0,0
"I2_d03_@75,78",110,0,0,0,0,0
"I2_d03_@75,78",111,0,0,0,0,0
"I2_d03_@75,78",112,0,0,0,0,0
"I2_d03_@75,78",113,0,0,0,0,0
"I2_d03_@75,78",114,0,0,0,0,0
"I2_d03_@75,78",115,0,0,0,0,0
"I2_d03_@75,78",116,0,0,0,0,0
"I2_d03_@75,78",117,0,0,0,0,0
"I2_d03_@75,78",118,0,0,0,0,0
"I2_d03_@75,78",119,0,0,0,0,0
"I2_d03_@75,78",120,0,0,0,0,0
"I2_d04_@75,79",0,0,0,0,0,0
"I2_d04_@75,79",1,0,0,0,0,0
"I2_d04_@75,79",2,0,0,0,0,0
"I2_d04_@75,79",3,0,0,0,0,0
"I2_d04_@75,79",4,0,0,0,0,0
"I2_d04_@75,79",5,0,0,0,0,0
"I2_d04_@75,79",6,0,0,0,0,0
"I2_d04_@75,79",7,0,0,0,0,0
"I2_d04_@75,79",8,0,0,0,0,0
"I2_d04_@75,79",9,0,0,0,0,0
"I2_d04_@75,79",10,0,0,0,0,0
"I2_d04_@75,79",11,0,0,0,0,0
"I2_d04_@75,79",12,0,0,0,0,0
"I2_d04_@75,79",13,0,0,0,0,0
"I2_d04_@75,79",14,0,0,0,0,0
"I2_d04_@75,79",15,0,0,0,0,0
"I2_d04_@75,79",16,0,0,0,0,0
"I2_d04_@75,79",17,0,0,0,0,0
"I2_d04_@75,79",18,0,0,0,0,0
"I2_d04_@75,79",19,0,0,0,0,0
"I2_d04_@75,79",20,0,0,0,0,0
"I2_d04_@75,79",21,0,0,0,0,0
"I2_d04_@75,79",22,0,0,0,0,0
"I2_d04_@75,79",23,0,0,0,0,0
"I2_d04_@75,79",24,0,0,0,0,0
"I2_d04_@75,79",25,0,0,0,0,0
"I2_d04_@75,79",26,0,0,0,0,0
"I2_d04_@75,79",27,0,0,0,0,0
"I2_d04_@75,79",28,0,0,0,0,0
"I2_d04_@75,79",29,0,0,0,0,0
"I2_d04_@75,79",30,0,0,0,0,0
"I2_d04_@75,79",31,0,0,0,0,0
"I2_d04_@75,79",32,0,0,0,0,0
"I2_d04_@75,79",33,0,0,0,0,0
"I2_d04_@75,79",34,0,0,0,0,0
"I2_d04_@75,79",35,0,0,0,0,0
"I2_d04_@75,79",36,0,0,0,0,0
"I2_d04_@75,79",37,0,0,0,0,0
"I2_d04_@75,79",38,0,0,0,0,0
"I2_d04_@75,79",39,0,0,0,0,0
"I2_d04_@75,79",40,0,0,0,0,0
"I2_d04_@75,79",41,0,0,0,0,0
"I2_d04_@75,79",42,0,0,0,0,0
"I2_d04_@75,79",43,0,0,0,0,0
"I2_d04_@75,79",44,0,0,0,0,0
"I2_d04_@75,79",45,0,0,0,0,0
"I2_d04_@75,79",46,0,0,0,0,0
"I2_d04_@75,79",47,0,0,0,0,0
"I2_d04_@75,79",48,0,0,0,0,0
"I2_d04_@75,79",49,0,0,0,0,0
"I2_d04_@75,79",50,0,0,0,0,0
"I2_d04_@75,79",51,0,0,0,0,0
"I2_d04_@75,79",52,0,0,0,0,0
"I2_d04_@75,79",53,0,0,0,0,0
"I2_d04_@75,79",54,0,0,0,0,0
"I2_d04_@75,79",55,0,0,0,0,0
"I2_d04_@75,79",56,0,0,0,0,0
"I2_d04_@75,79",57,0,0,0,0,0
"I2_d04_@75,79",58,0,0,0,0,0
"I2_d04_@75,79",59,0,0,0,0,0
"I2_d04_@75,79",60,0,0,0,0,0
"I2_d04_@75,79",61,0,0,0,0,0
"I2_d04_@75,79",62,0,0,0,0,0
"I2_d04_@75,79",63,0,0,0,0,0
"I2_d04_@75,79",64,0,0,0,0,0
"I2_d04_@75,79",65,0,0,0,0,0
"I2_d04_@75,79",66,0,0,0,0,0
"I2_d04_@75,79",67,0,0,0,0,0
"I2_d04_@75,79",68,0,0,0,0,0
"I2_d04_@75,79",69,0,0,0,0,0
"I2_d04_@75,79",70,0,0,0,0,0
"I2_d04_@75,79",71,0,0,0,0,0
"I2_d04_@75,79",72,0,0,0,0,0
"I2_d04_@75,79",73,0,0,0,0,0
"I2_d04_@75,79",74,0,0,0,0,0
"I2_d04_@75,79",75,0,0,0,0,0
"I2_d04_@75,79",76,0,0,0,0,0
"I2_d04_@75,79",77,0,0,0,0,0
"I2_d04_@75,79",78,0,0,0,0,0
"I2_d04_@75,79",79,0,0,0,0,0
"I2_d04_@75,79",80,0,0,0,0,0
"I2_d04_@75,79",81,0,0,0,0,0
"I2_d04_@75,79",82,0,0,0,0,0
"I2_d04_@75,79",83,0,0,0,0,0
"I2_d04_@75,79",84,0,0,0,0,0
"I2_d04_@75,79",85,0,0,0,0,0
"I2_d04_@75,79",86,0,0,0,0,0
"I2_d04_@75,79",87,0,0,0,0,0
"I2_d04_@75,79",88,0,0,0,0,0
"I2_d04_@75,79",89,0,0,0,0,0
"I2_d04_@75,79",90,0,0,0,0,0
"I2_d04_@75,79",91,0,0,0,0,0
"I2_d04_@75,79",92,0,0,0,0,0
"I2_d04_@75,79",93,0,0,0,0,0
"I2_d04_@75,79",94,0,0,0,0,0
"I2_d04_@75,79",95,0,0,0,0,0
"I2_d04_@75,79",96,0,0,0,0,0
"I2_d04_@75,79",97,0,0,0,0,0
"I2_d04_@75,79",98,0,0,0,0,0
"I2_d04_@75,79",99,0,0,0,0,0
"I2_d04_@75,79",100,0,0,0,0,0
"I2_d04_@75,79",101,0,0,0,0,0
"I2_d04_@75,79",102,0,0,0,0,0
"I2_d04_@75,79",103,0,0,0,0,0
"I2_d04_@75,79",104,0,0,0,0,0
"I2_d04_@75,79",105,0,0,0,0,0
"I2_d04_@75,79",106,0,0,0,0,0
"I2_d04_@75,79",107,0,0,0,0,0
"I2_d04_@75,79",108,0,0,0,0,0
"I2_d04_@75,79",109,0,0,0,0,0
"I2_d04_@75,79",110,0,0,0,0,0
"I2_d04_@75,79",111,0,0,0,0,0
"I2_d04_@75,79",112,0,0,0,0,0
"I2_d04_@75,79",113,0,0,0,0,0
"I2_d04_@75,79",114,0,0,0,0,0
"I2_d04_@75,79",115,0,0,0,0,0
"I2_d04_@75,79",116,0,0,0,0,0
"I2_d04_@75,79",117,0,0,0,0,0
"I2_d04_@75,79",118,0,0,0,0,0
"I2_d04_@75,79",119,0,0,0,0,0
"I2_d04_@75,79",120,0,0,0,0,0
"I2_d05_@75,80",0,0,0,0,0,0
"I2_d05_@75,80",1,0,0,0,0,0
"I2_d05_@75,80",2,0,0,0,0,0
"I2_d05_@75,80",3,0,0,0,0,0
"I2_d05_@75,80",4,0,0,0,0,0
"I2_d05_@75,80",5,0,0,0,0,0
"I2_d05_@75,80",6,0,0,0,0,0
"I2_d05_@75,80",7,0,0,0,0,0
"I2_d05_@75,80",8,0,0,0,0,0
"I2_d05_@75,80",9,0,0,0,0,0
"I2_d05_@75,80",10,0,0,0,0,0
"I2_d05_@75,80",11,0,0,0,0,0
"I2_d05_@75,80",12,0,0,0,0,0
"I2_d05_@75,80",13,0,0,0,0,0
"I2_d05_@75,80",14,0,0,0,0,0
"I2_d05_@75,80",15,0,0,0,0,0
"I2_d05_@75,80",16,0,0,0,0,0
"I2_d05_@75,80",17,0,0,0,0,0
"I2_d05_@75,80",18,0,0,0,0,0
"I2_d05_@75,80",19,0,0,0,0,0
"I2_d05_@75,80",20,0,0,0,0,0
